index,payload,model,syntax,crs,rule_count,rule_ids,rule_refs,total_score,unique_id
2714,<details open ontoggle=(function(){[]['map'].__proto__.constructor(atob('YWxlcnQoMSk='))()})()>,0,1,block,4,"934100,941100,941120,949110","o24,11v217,95 || v217,95t:utf8toUnicode,t:urlDecodeUni,t:htmlEntityDecode,t:jsDecode,t:cssDecode,t:removeNulls || o13,10v217,95t:utf8toUnicode,t:urlDecodeUni,t:htmlEntityDecode,t:jsDecode,t:cssDecode,t:removeNulls || ",15,178032646747.839487
2717,<details open ontoggle=(function(){[]['constructor']['constructor'](atob('YWxlcnQoMSk='))()})()>,0,1,block,5,"933210,934100,941100,941120,949110","o23,72v217,96t:urlDecode,t:replaceComments,t:compressWhitespace || o24,11v217,96 || v217,96t:utf8toUnicode,t:urlDecodeUni,t:htmlEntityDecode,t:jsDecode,t:cssDecode,t:removeNulls || o13,10v217,96t:utf8toUnicode,t:urlDecodeUni,t:htmlEntityDecode,t:jsDecode,t:cssDecode,t:removeNulls || ",20,178032647248.853902
2719,<details open ontoggle=(function(){self['constr'+'uctor']['constr'+'uctor'](atob('YWxlcnQoMSk='))()})()>,0,1,block,7,"933210,934100,934100,941100,941120,941370,949110","o23,80v217,104t:urlDecode,t:replaceComments,t:compressWhitespace || o24,11v217,104 || o24,11v217,104t:urlDecodeUni || v217,104t:utf8toUnicode,t:urlDecodeUni,t:htmlEntityDecode,t:jsDecode,t:cssDecode,t:removeNulls || o13,10v217,104t:utf8toUnicode,t:urlDecodeUni,t:htmlEntityDecode,t:jsDecode,t:cssDecode,t:removeNulls || o35,22v217,104t:urlDecodeUni,t:compressWhitespace || ",30,178032647673.989253
2720,<details open ontoggle=(function(){[].find.constructor(atob('YWxlcnQoMSk='))()})()>,0,1,block,4,"934100,941100,941120,949110","o24,11v217,83 || v217,83t:utf8toUnicode,t:urlDecodeUni,t:htmlEntityDecode,t:jsDecode,t:cssDecode,t:removeNulls || o13,10v217,83t:utf8toUnicode,t:urlDecodeUni,t:htmlEntityDecode,t:jsDecode,t:cssDecode,t:removeNulls || ",15,178032647859.893727
2725,"<details open ontoggle=(function(){window['con'+'structor']['con'+'structor'](String.fromCharCode(97,108,101,114,116,40,49,41))()})()>",0,1,block,7,"933210,934100,934100,941100,941120,941370,949110","o23,110v217,134t:urlDecode,t:replaceComments,t:compressWhitespace || o24,11v217,134 || o24,11v217,134t:urlDecodeUni || v217,134t:utf8toUnicode,t:urlDecodeUni,t:htmlEntityDecode,t:jsDecode,t:cssDecode,t:removeNulls || o13,10v217,134t:utf8toUnicode,t:urlDecodeUni,t:htmlEntityDecode,t:jsDecode,t:cssDecode,t:removeNulls || o35,24v217,134t:urlDecodeUni,t:compressWhitespace || ",30,178032648782.650428
2727,<details open ontoggle=(function(){Object['getPrototypeOf'](function(){})['constructor'](atob('YWxlcnQoMSk='))()})()>,0,1,block,5,"933210,934100,941100,941120,949110","o23,93v217,117t:urlDecode,t:replaceComments,t:compressWhitespace || o24,11v217,117 || v217,117t:utf8toUnicode,t:urlDecodeUni,t:htmlEntityDecode,t:jsDecode,t:cssDecode,t:removeNulls || o13,10v217,117t:utf8toUnicode,t:urlDecodeUni,t:htmlEntityDecode,t:jsDecode,t:cssDecode,t:removeNulls || ",20,178032649086.849861
2729,<details open ontoggle=(function(){parent['\x63onstructor']['\x63onstructor'](atob('YWxlcnQoMSk='))()})()>,0,1,block,4,"934100,941100,941120,949110","o24,11v217,106 || v217,106t:utf8toUnicode,t:urlDecodeUni,t:htmlEntityDecode,t:jsDecode,t:cssDecode,t:removeNulls || o13,10v217,106t:utf8toUnicode,t:urlDecodeUni,t:htmlEntityDecode,t:jsDecode,t:cssDecode,t:removeNulls || ",15,17803264942.564168
2730,<details open ontoggle=(function(){globalThis['constru'+'ctor']['constru'+'ctor'](atob('YWxlcnQoMSk='))()})()>,0,1,block,6,"933210,934100,934100,941100,941120,949110","o23,86v217,110t:urlDecode,t:replaceComments,t:compressWhitespace || o24,11v217,110 || o24,11v217,110t:urlDecodeUni || v217,110t:utf8toUnicode,t:urlDecodeUni,t:htmlEntityDecode,t:jsDecode,t:cssDecode,t:removeNulls || o13,10v217,110t:utf8toUnicode,t:urlDecodeUni,t:htmlEntityDecode,t:jsDecode,t:cssDecode,t:removeNulls || ",25,178032649658.129049
2734,"<details open ontoggle=(function(){(function(){})[String.fromCharCode(99,111,110,115,116,114,117,99,116,111,114)](atob('YWxlcnQoMSk='))()})()>",0,1,block,6,"932100,933210,934100,941100,941120,949110","o32,12v217,142 || o23,118v217,142t:urlDecode,t:replaceComments,t:compressWhitespace || o24,11v217,142 || v217,142t:utf8toUnicode,t:urlDecodeUni,t:htmlEntityDecode,t:jsDecode,t:cssDecode,t:removeNulls || o13,10v217,142t:utf8toUnicode,t:urlDecodeUni,t:htmlEntityDecode,t:jsDecode,t:cssDecode,t:removeNulls || ",25,178032650327.265545
2735,<details open ontoggle=(function(){top[atob('RnVuY3Rpb24=')]['constructor'](atob('YWxlcnQoMSk='))()})()>,0,1,block,7,"932105,933210,934100,941100,941120,941370,949110","o32,6v217,104 || o60,43v217,104t:urlDecode,t:replaceComments,t:compressWhitespace || o24,11v217,104 || v217,104t:utf8toUnicode,t:urlDecodeUni,t:htmlEntityDecode,t:jsDecode,t:cssDecode,t:removeNulls || o13,10v217,104t:utf8toUnicode,t:urlDecodeUni,t:htmlEntityDecode,t:jsDecode,t:cssDecode,t:removeNulls || o35,25v217,104t:urlDecodeUni,t:compressWhitespace || ",30,178032650468.844276
2736,<details open ontoggle=(function(){[]['filter']['constructor']('return'+String.fromCharCode(32)+'this')()['Function'](atob('YWxlcnQoMSk='))()})()>,0,1,block,6,"933210,934100,934100,941100,941120,949110","o23,122v217,146t:urlDecode,t:replaceComments,t:compressWhitespace || o24,11v217,146 || o24,11v217,146t:urlDecodeUni || v217,146t:utf8toUnicode,t:urlDecodeUni,t:htmlEntityDecode,t:jsDecode,t:cssDecode,t:removeNulls || o13,10v217,146t:utf8toUnicode,t:urlDecodeUni,t:htmlEntityDecode,t:jsDecode,t:cssDecode,t:removeNulls || ",25,178032650678.426014
2737,<details open ontoggle=(function(){this['constru'+'ctor']['constru'+'ctor'](atob('YWxlcnQoMSk='))()})()>,0,1,block,7,"933210,934100,934100,941100,941120,941370,949110","o23,80v217,104t:urlDecode,t:replaceComments,t:compressWhitespace || o24,11v217,104 || o24,11v217,104t:urlDecodeUni || v217,104t:utf8toUnicode,t:urlDecodeUni,t:htmlEntityDecode,t:jsDecode,t:cssDecode,t:removeNulls || o13,10v217,104t:utf8toUnicode,t:urlDecodeUni,t:htmlEntityDecode,t:jsDecode,t:cssDecode,t:removeNulls || o35,22v217,104t:urlDecodeUni,t:compressWhitespace || ",30,178032650843.414716
2740,<svg><animate onbegin=(function(){String['constructor']['prototype']['constructor'](atob('YWxlcnQoMSk='))()})()>,0,1,block,6,"933210,934100,941100,941120,941160,949110","o22,89v217,112t:urlDecode,t:replaceComments,t:compressWhitespace || o23,11v217,112 || v217,112t:utf8toUnicode,t:urlDecodeUni,t:htmlEntityDecode,t:jsDecode,t:cssDecode,t:removeNulls || o13,9v217,112t:utf8toUnicode,t:urlDecodeUni,t:htmlEntityDecode,t:jsDecode,t:cssDecode,t:removeNulls || o0,22v217,112t:utf8toUnicode,t:urlDecodeUni,t:htmlEntityDecode,t:jsDecode,t:cssDecode,t:removeNulls || ",25,178032651466.039564
2741,<details open ontoggle=(function(){[]['fil'+'ter']['constr'+'uctor'](atob('YWxlcnQoMSk='))()})()>,0,1,block,6,"933210,934100,934100,941100,941120,949110","o23,73v217,97t:urlDecode,t:replaceComments,t:compressWhitespace || o24,11v217,97 || o24,11v217,97t:urlDecodeUni || v217,97t:utf8toUnicode,t:urlDecodeUni,t:htmlEntityDecode,t:jsDecode,t:cssDecode,t:removeNulls || o13,10v217,97t:utf8toUnicode,t:urlDecodeUni,t:htmlEntityDecode,t:jsDecode,t:cssDecode,t:removeNulls || ",25,178032651677.915164
2742,<details open ontoggle=(function(){[].find['con\u0073tructor']['con\u0073tructor'](atob('YWxlcnQoMSk='))()})()>,0,1,block,4,"934100,941100,941120,949110","o24,11v217,111 || v217,111t:utf8toUnicode,t:urlDecodeUni,t:htmlEntityDecode,t:jsDecode,t:cssDecode,t:removeNulls || o13,10v217,111t:utf8toUnicode,t:urlDecodeUni,t:htmlEntityDecode,t:jsDecode,t:cssDecode,t:removeNulls || ",15,178032651711.845261
2745,<details open ontoggle=(function(){return[]['fill']['con'+'structor']('\u0061lert(1)')()})()>,0,1,block,6,"933210,934100,934100,941100,941120,949110","o23,69v217,93t:urlDecode,t:replaceComments,t:compressWhitespace || o24,11v217,93 || o24,11v217,93t:urlDecodeUni || v217,93t:utf8toUnicode,t:urlDecodeUni,t:htmlEntityDecode,t:jsDecode,t:cssDecode,t:removeNulls || o13,10v217,93t:utf8toUnicode,t:urlDecodeUni,t:htmlEntityDecode,t:jsDecode,t:cssDecode,t:removeNulls || ",25,178032652397.466107
2749,<details open ontoggle=(function(){top['al'+'ert']`1`})()>,0,1,block,7,"932105,934100,934100,941100,941120,941370,949110","o32,6v217,58 || o24,11v217,58 || o24,11v217,58t:urlDecodeUni || v217,58t:utf8toUnicode,t:urlDecodeUni,t:htmlEntityDecode,t:jsDecode,t:cssDecode,t:removeNulls || o13,10v217,58t:utf8toUnicode,t:urlDecodeUni,t:htmlEntityDecode,t:jsDecode,t:cssDecode,t:removeNulls || o35,15v217,58t:urlDecodeUni,t:compressWhitespace || ",30,178032653035.497693
2750,<details open ontoggle=(function(){[]['constructor']['constructor']('al'+'ert(1)')()})()>,0,1,block,6,"933210,934100,934100,941100,941120,949110","o23,65v217,89t:urlDecode,t:replaceComments,t:compressWhitespace || o24,11v217,89 || o24,11v217,89t:urlDecodeUni || v217,89t:utf8toUnicode,t:urlDecodeUni,t:htmlEntityDecode,t:jsDecode,t:cssDecode,t:removeNulls || o13,10v217,89t:utf8toUnicode,t:urlDecodeUni,t:htmlEntityDecode,t:jsDecode,t:cssDecode,t:removeNulls || ",25,178032653253.816722
2751,<details open ontoggle=(function(){self['ev'+'al']('ale'+'rt(1)')})()>,0,1,block,7,"933210,934100,934100,941100,941120,941370,949110","o23,46v217,70t:urlDecode,t:replaceComments,t:compressWhitespace || o24,11v217,70 || o24,11v217,70t:urlDecodeUni || v217,70t:utf8toUnicode,t:urlDecodeUni,t:htmlEntityDecode,t:jsDecode,t:cssDecode,t:removeNulls || o13,10v217,70t:utf8toUnicode,t:urlDecodeUni,t:htmlEntityDecode,t:jsDecode,t:cssDecode,t:removeNulls || o35,15v217,70t:urlDecodeUni,t:compressWhitespace || ",30,178032653492.021268
2757,<details open ontoggle=(function(){top[atob('YWxlcnQ')]`1`})()>,0,1,block,6,"932105,934100,941100,941120,941370,949110","o32,6v217,63 || o24,11v217,63 || v217,63t:utf8toUnicode,t:urlDecodeUni,t:htmlEntityDecode,t:jsDecode,t:cssDecode,t:removeNulls || o13,10v217,63t:utf8toUnicode,t:urlDecodeUni,t:htmlEntityDecode,t:jsDecode,t:cssDecode,t:removeNulls || o35,20v217,63t:urlDecodeUni,t:compressWhitespace || ",25,178032654563.277052
2758,<details open ontoggle=(function(){this['constr'+'uctor']['constr'+'uctor']('ale'+'rt(1)')()})()>,0,1,block,7,"933210,934100,934100,941100,941120,941370,949110","o23,73v217,97t:urlDecode,t:replaceComments,t:compressWhitespace || o24,11v217,97 || o24,11v217,97t:urlDecodeUni || v217,97t:utf8toUnicode,t:urlDecodeUni,t:htmlEntityDecode,t:jsDecode,t:cssDecode,t:removeNulls || o13,10v217,97t:utf8toUnicode,t:urlDecodeUni,t:htmlEntityDecode,t:jsDecode,t:cssDecode,t:removeNulls || o35,22v217,97t:urlDecodeUni,t:compressWhitespace || ",30,178032654711.444097
2759,<details open ontoggle=(function(){[]['flat']['constr'+'uctor']('retur'+'n(ale'+'rt)(1)')()})()>,0,1,block,6,"933210,934100,934100,941100,941120,949110","o23,72v217,96t:urlDecode,t:replaceComments,t:compressWhitespace || o24,11v217,96 || o24,11v217,96t:urlDecodeUni || v217,96t:utf8toUnicode,t:urlDecodeUni,t:htmlEntityDecode,t:jsDecode,t:cssDecode,t:removeNulls || o13,10v217,96t:utf8toUnicode,t:urlDecodeUni,t:htmlEntityDecode,t:jsDecode,t:cssDecode,t:removeNulls || ",25,178032654829.968752
2768,<details open ontoggle=(function(){this[['ale'+'rt'].join('')]`1`})()>,0,1,block,6,"934100,934100,941100,941120,941370,949110","o24,11v217,70 || o24,11v217,70t:urlDecodeUni || v217,70t:utf8toUnicode,t:urlDecodeUni,t:htmlEntityDecode,t:jsDecode,t:cssDecode,t:removeNulls || o13,10v217,70t:utf8toUnicode,t:urlDecodeUni,t:htmlEntityDecode,t:jsDecode,t:cssDecode,t:removeNulls || o35,17v217,70t:urlDecodeUni,t:compressWhitespace || ",25,178032656624.292628
2770,<details open ontoggle=(function(){parent['ale'+'rt']`1`})()>,0,1,block,5,"934100,934100,941100,941120,949110","o24,11v217,61 || o24,11v217,61t:urlDecodeUni || v217,61t:utf8toUnicode,t:urlDecodeUni,t:htmlEntityDecode,t:jsDecode,t:cssDecode,t:removeNulls || o13,10v217,61t:utf8toUnicode,t:urlDecodeUni,t:htmlEntityDecode,t:jsDecode,t:cssDecode,t:removeNulls || ",20,178032656928.628529
2771,<details open ontoggle=(function(){top['\u0061\u006c\u0065\u0072\u0074']`1`})()>,0,1,block,6,"932105,934100,941100,941120,941370,949110","o32,6v217,80 || o24,11v217,80 || v217,80t:utf8toUnicode,t:urlDecodeUni,t:htmlEntityDecode,t:jsDecode,t:cssDecode,t:removeNulls || o13,10v217,80t:utf8toUnicode,t:urlDecodeUni,t:htmlEntityDecode,t:jsDecode,t:cssDecode,t:removeNulls || o35,37v217,80t:urlDecodeUni,t:compressWhitespace || ",25,178032657190.257711
2774,<details open ontoggle=(function(){top['al\x65rt']`1`})()>,0,1,block,6,"932105,934100,941100,941120,941370,949110","o32,6v217,58 || o24,11v217,58 || v217,58t:utf8toUnicode,t:urlDecodeUni,t:htmlEntityDecode,t:jsDecode,t:cssDecode,t:removeNulls || o13,10v217,58t:utf8toUnicode,t:urlDecodeUni,t:htmlEntityDecode,t:jsDecode,t:cssDecode,t:removeNulls || o35,15v217,58t:urlDecodeUni,t:compressWhitespace || ",25,178032657655.102276
2779,<details open ontoggle=(function(){(self['\u0061\u006c\u0065\u0072\u0074'])`1`})()>,0,1,block,6,"933210,934100,941100,941120,941370,949110","o23,59v217,83t:urlDecode,t:replaceComments,t:compressWhitespace || o24,11v217,83 || v217,83t:utf8toUnicode,t:urlDecodeUni,t:htmlEntityDecode,t:jsDecode,t:cssDecode,t:removeNulls || o13,10v217,83t:utf8toUnicode,t:urlDecodeUni,t:htmlEntityDecode,t:jsDecode,t:cssDecode,t:removeNulls || o36,38v217,83t:urlDecodeUni,t:compressWhitespace || ",25,178032658685.504701
2780,"<details open ontoggle=(function(){(top['al'+'ert'].call(this,1))})()>",0,1,block,8,"932105,933210,934100,934100,941100,941120,941370,949110","o32,7v217,70 || o23,46v217,70t:urlDecode,t:replaceComments,t:compressWhitespace || o24,11v217,70 || o24,11v217,70t:urlDecodeUni || v217,70t:utf8toUnicode,t:urlDecodeUni,t:htmlEntityDecode,t:jsDecode,t:cssDecode,t:removeNulls || o13,10v217,70t:utf8toUnicode,t:urlDecodeUni,t:htmlEntityDecode,t:jsDecode,t:cssDecode,t:removeNulls || o36,15v217,70t:urlDecodeUni,t:compressWhitespace || ",35,17803265888.947138
2781,"<details open ontoggle=(function(){(window[String.fromCharCode(97,108,101,114,116)])`1`})()>",0,1,block,6,"933210,934100,941100,941120,941370,949110","o23,68v217,92t:urlDecode,t:replaceComments,t:compressWhitespace || o24,11v217,92 || v217,92t:utf8toUnicode,t:urlDecodeUni,t:htmlEntityDecode,t:jsDecode,t:cssDecode,t:removeNulls || o13,10v217,92t:utf8toUnicode,t:urlDecodeUni,t:htmlEntityDecode,t:jsDecode,t:cssDecode,t:removeNulls || o36,47v217,92t:urlDecodeUni,t:compressWhitespace || ",25,178032658992.527874
2786,"<details open ontoggle=(function(){self[String.fromCharCode(97,108,101,114,116)](1)})()>",0,1,block,5,"934100,941100,941120,941370,949110","o24,11v217,88 || v217,88t:utf8toUnicode,t:urlDecodeUni,t:htmlEntityDecode,t:jsDecode,t:cssDecode,t:removeNulls || o13,10v217,88t:utf8toUnicode,t:urlDecodeUni,t:htmlEntityDecode,t:jsDecode,t:cssDecode,t:removeNulls || o35,45v217,88t:urlDecodeUni,t:compressWhitespace || ",20,178032659834.563769
2787,<details open ontoggle=(function(){globalThis['al'+'ert'](1)})()>,0,1,block,6,"933210,934100,934100,941100,941120,949110","o23,41v217,65t:urlDecode,t:replaceComments,t:compressWhitespace || o24,11v217,65 || o24,11v217,65t:urlDecodeUni || v217,65t:utf8toUnicode,t:urlDecodeUni,t:htmlEntityDecode,t:jsDecode,t:cssDecode,t:removeNulls || o13,10v217,65t:utf8toUnicode,t:urlDecodeUni,t:htmlEntityDecode,t:jsDecode,t:cssDecode,t:removeNulls || ",25,178032660071.411288
2788,<details open ontoggle=(function(){[]['constructor']['constructor']('ale'+'rt(1)')()})()>,0,1,block,6,"933210,934100,934100,941100,941120,949110","o23,65v217,89t:urlDecode,t:replaceComments,t:compressWhitespace || o24,11v217,89 || o24,11v217,89t:urlDecodeUni || v217,89t:utf8toUnicode,t:urlDecodeUni,t:htmlEntityDecode,t:jsDecode,t:cssDecode,t:removeNulls || o13,10v217,89t:utf8toUnicode,t:urlDecodeUni,t:htmlEntityDecode,t:jsDecode,t:cssDecode,t:removeNulls || ",25,178032660120.005579
2789,<details open ontoggle=(function(){window[`${atob('YQ')}lert`](1)})()>,0,1,block,6,"932130,934100,941100,941120,941370,949110","o43,21v217,70t:urlDecodeUni,t:cmdLine || o24,11v217,70 || v217,70t:utf8toUnicode,t:urlDecodeUni,t:htmlEntityDecode,t:jsDecode,t:cssDecode,t:removeNulls || o13,10v217,70t:utf8toUnicode,t:urlDecodeUni,t:htmlEntityDecode,t:jsDecode,t:cssDecode,t:removeNulls || o35,27v217,70t:urlDecodeUni,t:compressWhitespace || ",25,178032660312.741751
2790,"<details open ontoggle=(function(){top[String[`fromCharCode`](97,108,101,114,116)]`1`})()>",0,1,block,6,"932105,934100,941100,941120,941370,949110","o32,6v217,90 || o24,11v217,90 || v217,90t:utf8toUnicode,t:urlDecodeUni,t:htmlEntityDecode,t:jsDecode,t:cssDecode,t:removeNulls || o13,10v217,90t:utf8toUnicode,t:urlDecodeUni,t:htmlEntityDecode,t:jsDecode,t:cssDecode,t:removeNulls || o35,26v217,90t:urlDecodeUni,t:compressWhitespace || ",25,178032660573.958743
2791,<details open ontoggle=(function(){top[`\u0061lert`]`1`})()>,0,1,block,6,"932105,934100,941100,941120,941370,949110","o32,6v217,60 || o24,11v217,60 || v217,60t:utf8toUnicode,t:urlDecodeUni,t:htmlEntityDecode,t:jsDecode,t:cssDecode,t:removeNulls || o13,10v217,60t:utf8toUnicode,t:urlDecodeUni,t:htmlEntityDecode,t:jsDecode,t:cssDecode,t:removeNulls || o35,17v217,60t:urlDecodeUni,t:compressWhitespace || ",25,178032660692.515739
2792,"<details open ontoggle=(function(){self[String.fromCharCode(97,108,101,114,116)]`1`})()>",0,1,block,5,"934100,941100,941120,941370,949110","o24,11v217,88 || v217,88t:utf8toUnicode,t:urlDecodeUni,t:htmlEntityDecode,t:jsDecode,t:cssDecode,t:removeNulls || o13,10v217,88t:utf8toUnicode,t:urlDecodeUni,t:htmlEntityDecode,t:jsDecode,t:cssDecode,t:removeNulls || o35,45v217,88t:urlDecodeUni,t:compressWhitespace || ",20,17803266087.292554
2794,"<details open ontoggle=(function(){(self)[(String.fromCharCode(97,108,101,114,116))]`1`})()>",0,1,block,6,"933210,934100,941100,941120,941370,949110","o23,68v217,92t:urlDecode,t:replaceComments,t:compressWhitespace || o24,11v217,92 || v217,92t:utf8toUnicode,t:urlDecodeUni,t:htmlEntityDecode,t:jsDecode,t:cssDecode,t:removeNulls || o13,10v217,92t:utf8toUnicode,t:urlDecodeUni,t:htmlEntityDecode,t:jsDecode,t:cssDecode,t:removeNulls || o36,48v217,92t:urlDecodeUni,t:compressWhitespace || ",25,17803266120.885144
2795,<details open ontoggle=(function(){(globalThis)[(atob('YWxlcnQ='))]`1`})()>,0,1,block,5,"933210,934100,941100,941120,949110","o23,51v217,75t:urlDecode,t:replaceComments,t:compressWhitespace || o24,11v217,75 || v217,75t:utf8toUnicode,t:urlDecodeUni,t:htmlEntityDecode,t:jsDecode,t:cssDecode,t:removeNulls || o13,10v217,75t:utf8toUnicode,t:urlDecodeUni,t:htmlEntityDecode,t:jsDecode,t:cssDecode,t:removeNulls || ",20,178032661416.239096
2796,<details open ontoggle=(function(){return(window)['al'+'ert']`1`})()>,0,1,block,6,"934100,934100,941100,941120,941370,949110","o24,11v217,69 || o24,11v217,69t:urlDecodeUni || v217,69t:utf8toUnicode,t:urlDecodeUni,t:htmlEntityDecode,t:jsDecode,t:cssDecode,t:removeNulls || o13,10v217,69t:utf8toUnicode,t:urlDecodeUni,t:htmlEntityDecode,t:jsDecode,t:cssDecode,t:removeNulls || o42,19v217,69t:urlDecodeUni,t:compressWhitespace || ",25,178032661671.154081
2806,<details open ontoggle=(function(){top['ale'+'rt'](1)})()>,0,1,block,8,"932105,933210,934100,934100,941100,941120,941370,949110","o32,6v217,58 || o23,34v217,58t:urlDecode,t:replaceComments,t:compressWhitespace || o24,11v217,58 || o24,11v217,58t:urlDecodeUni || v217,58t:utf8toUnicode,t:urlDecodeUni,t:htmlEntityDecode,t:jsDecode,t:cssDecode,t:removeNulls || o13,10v217,58t:utf8toUnicode,t:urlDecodeUni,t:htmlEntityDecode,t:jsDecode,t:cssDecode,t:removeNulls || o35,15v217,58t:urlDecodeUni,t:compressWhitespace || ",35,178032663380.821424
2807,<details open ontoggle=(function(){window['\u0061\u006c\u0065\u0072\u0074'](1)})()>,0,1,block,5,"934100,941100,941120,941370,949110","o24,11v217,83 || v217,83t:utf8toUnicode,t:urlDecodeUni,t:htmlEntityDecode,t:jsDecode,t:cssDecode,t:removeNulls || o13,10v217,83t:utf8toUnicode,t:urlDecodeUni,t:htmlEntityDecode,t:jsDecode,t:cssDecode,t:removeNulls || o35,40v217,83t:urlDecodeUni,t:compressWhitespace || ",20,178032663598.916337
2811,<details open ontoggle=(function(){self[atob('YWxlcnQ')](1)})()>,0,1,block,6,"933210,934100,941100,941120,941370,949110","o23,40v217,64t:urlDecode,t:replaceComments,t:compressWhitespace || o24,11v217,64 || v217,64t:utf8toUnicode,t:urlDecodeUni,t:htmlEntityDecode,t:jsDecode,t:cssDecode,t:removeNulls || o13,10v217,64t:utf8toUnicode,t:urlDecodeUni,t:htmlEntityDecode,t:jsDecode,t:cssDecode,t:removeNulls || o35,21v217,64t:urlDecodeUni,t:compressWhitespace || ",25,178032664224.872877
2817,<summary><details open ontoggle=(function(){this['constru'+'ctor']['constru'+'ctor']('ale'+'rt(1)')()})()>,0,1,block,7,"933210,934100,934100,941100,941120,941370,949110","o32,73v217,106t:urlDecode,t:replaceComments,t:compressWhitespace || o33,11v217,106 || o33,11v217,106t:urlDecodeUni || v217,106t:utf8toUnicode,t:urlDecodeUni,t:htmlEntityDecode,t:jsDecode,t:cssDecode,t:removeNulls || o22,10v217,106t:utf8toUnicode,t:urlDecodeUni,t:htmlEntityDecode,t:jsDecode,t:cssDecode,t:removeNulls || o44,22v217,106t:urlDecodeUni,t:compressWhitespace || ",30,178032665339.882556
2820,"<summary><details open ontoggle=(function(){setTimeout.call(null,atob('YWxlcnQoMSk='))})()>",0,1,block,4,"934100,941100,941120,949110","o33,11v217,91 || v217,91t:utf8toUnicode,t:urlDecodeUni,t:htmlEntityDecode,t:jsDecode,t:cssDecode,t:removeNulls || o22,10v217,91t:utf8toUnicode,t:urlDecodeUni,t:htmlEntityDecode,t:jsDecode,t:cssDecode,t:removeNulls || ",15,178032665877.952206
2821,<marquee><details open ontoggle=(function(){top['al'+'ert']`1`})()>,0,1,block,8,"932105,934100,934100,941100,941120,941160,941370,949110","o41,6v217,67 || o33,11v217,67 || o33,11v217,67t:urlDecodeUni || v217,67t:utf8toUnicode,t:urlDecodeUni,t:htmlEntityDecode,t:jsDecode,t:cssDecode,t:removeNulls || o22,10v217,67t:utf8toUnicode,t:urlDecodeUni,t:htmlEntityDecode,t:jsDecode,t:cssDecode,t:removeNulls || o0,8v217,67t:utf8toUnicode,t:urlDecodeUni,t:htmlEntityDecode,t:jsDecode,t:cssDecode,t:removeNulls || o44,15v217,67t:urlDecodeUni,t:compressWhitespace || ",35,178032666089.413531
2823,"<marquee><details open ontoggle=(function(){(1,eval)('al'+'ert(1)')})()>",0,1,block,7,"933210,934100,934100,941100,941120,941160,949110","o32,39v217,72t:urlDecode,t:replaceComments,t:compressWhitespace || o33,11v217,72 || o33,11v217,72t:urlDecodeUni || v217,72t:utf8toUnicode,t:urlDecodeUni,t:htmlEntityDecode,t:jsDecode,t:cssDecode,t:removeNulls || o22,10v217,72t:utf8toUnicode,t:urlDecodeUni,t:htmlEntityDecode,t:jsDecode,t:cssDecode,t:removeNulls || o0,8v217,72t:utf8toUnicode,t:urlDecodeUni,t:htmlEntityDecode,t:jsDecode,t:cssDecode,t:removeNulls || ",30,178032666384.842935
2826,<marquee><details open ontoggle=(function(){this['cons'+'tructor']['cons'+'tructor']('ale'+'rt`1`')()})()>,0,1,block,8,"933210,934100,934100,941100,941120,941160,941370,949110","o32,73v217,106t:urlDecode,t:replaceComments,t:compressWhitespace || o33,11v217,106 || o33,11v217,106t:urlDecodeUni || v217,106t:utf8toUnicode,t:urlDecodeUni,t:htmlEntityDecode,t:jsDecode,t:cssDecode,t:removeNulls || o22,10v217,106t:utf8toUnicode,t:urlDecodeUni,t:htmlEntityDecode,t:jsDecode,t:cssDecode,t:removeNulls || o0,8v217,106t:utf8toUnicode,t:urlDecodeUni,t:htmlEntityDecode,t:jsDecode,t:cssDecode,t:removeNulls || o44,22v217,106t:urlDecodeUni,t:compressWhitespace || ",35,178032666969.071517
2827,"<marquee><details open ontoggle=(function(){self[String.fromCharCode(97,108,101,114,116)]`1`})()>",0,1,block,6,"934100,941100,941120,941160,941370,949110","o33,11v217,97 || v217,97t:utf8toUnicode,t:urlDecodeUni,t:htmlEntityDecode,t:jsDecode,t:cssDecode,t:removeNulls || o22,10v217,97t:utf8toUnicode,t:urlDecodeUni,t:htmlEntityDecode,t:jsDecode,t:cssDecode,t:removeNulls || o0,8v217,97t:utf8toUnicode,t:urlDecodeUni,t:htmlEntityDecode,t:jsDecode,t:cssDecode,t:removeNulls || o44,45v217,97t:urlDecodeUni,t:compressWhitespace || ",25,178032667124.581968
2832,<marquee><details open ontoggle=(function(){[].map['constructor']('return'+String.fromCharCode(32)+'this')()['Function']('ale'+'rt(1)')()})()>,0,1,block,7,"933210,934100,934100,941100,941120,941160,949110","o32,109v217,142t:urlDecode,t:replaceComments,t:compressWhitespace || o33,11v217,142 || o33,11v217,142t:urlDecodeUni || v217,142t:utf8toUnicode,t:urlDecodeUni,t:htmlEntityDecode,t:jsDecode,t:cssDecode,t:removeNulls || o22,10v217,142t:utf8toUnicode,t:urlDecodeUni,t:htmlEntityDecode,t:jsDecode,t:cssDecode,t:removeNulls || o0,8v217,142t:utf8toUnicode,t:urlDecodeUni,t:htmlEntityDecode,t:jsDecode,t:cssDecode,t:removeNulls || ",30,178032668069.236903
